image,emotion
HAPPINESS/happiness (5930).jpg,4
HAPPINESS/happiness (5110).jpg,4
HAPPINESS/happiness (3630).jpg,4
NEUTRAL/neutral (206).png,5
FEAR/fear (1655).jpg,3
FEAR/fear (5485).jpg,3
Erin_Brockovich_0001.jpg,4
NEUTRAL/neutral (1307).jpg,5
DISGUST/disgust (1700).jpg,2
DISGUST/disgust (3803).jpg,2
ANGER/anger (5908).jpg,0
HAPPINESS/happiness (4034).png,4
NEUTRAL/neutral (4432).png,5
NEUTRAL/neutral (2008).png,5
NEUTRAL/neutral (4236).png,5
SURPRISE/surprise (1657).png,7
Monica_Lewinsky_0003.jpg,4
FEAR/fear (42).png,3
George_W_Bush_0469.jpg,5
DISGUST/disgust (3845).jpg,2
SURPRISE/surprise (42).jpg,7
SADNESS/sadness (2126).jpg,6
FEAR/fear (2245).jpg,3
NEUTRAL/neutral (1625).jpg,5
NEUTRAL/neutral (2607).jpg,5
NEUTRAL/neutral (3777).jpg,5
FEAR/fear (48).jpg,3
SURPRISE/surprise (5590).jpg,7
SADNESS/sadness (4378).jpg,6
SURPRISE/surprise (2467).jpg,7
Rachel_Griffiths_0003.jpg,4
HAPPINESS/happiness (1525).jpg,4
NEUTRAL/neutral (4632).jpg,5
HAPPINESS/happiness (6625).png,4
NEUTRAL/neutral (1029).jpg,5
ANGER/anger (58).jpg,0
HAPPINESS/happiness (5698).jpg,4
SURPRISE/surprise (496).jpg,7
HAPPINESS/happiness (6187).jpg,4
Jonathan_Karsh_0001.jpg,5
Paul_Vathis_0001.jpg,4
Jason_Jennings_0002.jpg,4
HAPPINESS/happiness (1480).jpg,4
FEAR/fear (2355).jpg,3
Luis_Gonzalez_Macchi_0004.jpg,5
FEAR/fear (3956).jpg,3
HAPPINESS/happiness (6732).png,4
DISGUST/disgust (636).jpg,2
SURPRISE/surprise (2267).jpg,7
ANGER/anger (1783).jpg,0
Greg_Hennigar_0001.jpg,5
NEUTRAL/neutral (1913).jpg,5
DISGUST/disgust (3559).jpg,2
Jean-Pierre_Raffarin_0006.jpg,5
Liza_Minnelli_0005.jpg,4
ANGER/anger (5282).jpg,0
ANGER/anger (2980).jpg,0
NEUTRAL/neutral (5071).png,5
HrithikRoshan_113.jpg,2
HAPPINESS/happiness (8902).png,4
CONTEMPT/contempt (2016).jpg,1
SURPRISE/surprise (5508).jpg,7
SADNESS/sadness (288).jpg,6
Richard_Rodriguez_0001.jpg,4
Mohammad_Khatami_0005.jpg,5
CONTEMPT/contempt (877).jpg,1
NEUTRAL/neutral (2209).jpg,5
NEUTRAL/neutral (3163).jpg,5
HAPPINESS/happiness (5777).jpg,4
HAPPINESS/happiness (1607).jpg,4
HAPPINESS/happiness (5540).jpg,4
Naomi_Watts_0015.jpg,4
HAPPINESS/happiness (4103).jpg,4
SURPRISE/surprise (5359).jpg,7
SADNESS/sadness (173).png,6
Valentino_Rossi_0004.jpg,4
Jane_Pauley_0002.jpg,4
SURPRISE/surprise (5335).jpg,7
SADNESS/sadness (2862).jpg,6
NEUTRAL/neutral (2274).png,5
FEAR/fear (1511).jpg,3
NEUTRAL/neutral (1385).jpg,5
Roh_Moo-hyun_0013.jpg,4
CONTEMPT/contempt (2693).jpg,1
CONTEMPT/contempt (1257).jpg,1
SADNESS/sadness (4616).jpg,6
Tony_Shalhoub_0003.jpg,4
SURPRISE/surprise (2000).jpg,7
Miroljub_0001.jpg,4
HAPPINESS/happiness (6848).png,4
FEAR/fear (2960).jpg,3
DISGUST/disgust (1576).jpg,2
SURPRISE/surprise (525).png,7
HAPPINESS/happiness (5028).png,4
SADNESS/sadness (5126).jpg,6
HAPPINESS/happiness (5892).jpg,4
Colin_Powell_0196.jpg,5
CONTEMPT/contempt (1490).jpg,1
HAPPINESS/happiness (2559).jpg,4
CONTEMPT/contempt (309).jpg,1
SURPRISE/surprise (5863).jpg,7
NEUTRAL/neutral (2260).jpg,5
NEUTRAL/neutral (295).jpg,5
Megawati_Sukarnoputri_0014.jpg,5
Butch_Davis_0001.jpg,5
NEUTRAL/neutral (4035).png,5
NEUTRAL/neutral (569).jpg,5
ANGER/anger (257).jpg,0
HAPPINESS/happiness (5440).jpg,4
Hugo_Chavez_0037.jpg,4
Orlando_Bloom_0001.jpg,4
NEUTRAL/neutral (4396).png,5
SADNESS/sadness (4772).jpg,6
SURPRISE/surprise (5310).jpg,7
ANGER/anger (1802).jpg,0
HAPPINESS/happiness (5406).png,4
David_Wolf_0001.jpg,5
FEAR/fear (4708).jpg,3
SADNESS/sadness (1651).jpg,6
SURPRISE/surprise (1822).png,7
SURPRISE/surprise (1842).jpg,7
ANGER/anger (4729).jpg,0
Herman_Moore_0001.jpg,4
ANGER/anger (4697).png,0
ANGER/anger (4887).jpg,0
ANGER/anger (284).jpg,0
NEUTRAL/neutral (1940).png,5
CONTEMPT/contempt (2776).jpg,1
HAPPINESS/happiness (7964).png,4
Ari_Fleischer_0006.jpg,5
FEAR/fear (2864).png,3
NEUTRAL/neutral (2787).jpg,5
HAPPINESS/happiness (4666).jpg,4
NEUTRAL/neutral (2924).png,5
SURPRISE/surprise (2473).jpg,7
ANGER/anger (63).jpg,0
SADNESS/sadness (3358).jpg,6
SADNESS/sadness (4581).jpg,6
Stephen_Arigbabu_0001.jpg,2
CONTEMPT/contempt (1580).jpg,1
HAPPINESS/happiness (7277).png,4
SADNESS/sadness (2996).png,6
SADNESS/sadness (63).png,6
SADNESS/sadness (2757).jpg,6
Mladen_Naletilic_0001.jpg,4
NEUTRAL/neutral (719).jpg,5
FEAR/fear (1960).jpg,3
NEUTRAL/neutral (4150).jpg,5
HAPPINESS/happiness (1639).jpg,4
DISGUST/disgust (965).jpg,2
HAPPINESS/happiness (8676).png,4
Bill_Lerach_0001.jpg,5
David_Welch_0001.jpg,5
NEUTRAL/neutral (1275).jpg,5
NEUTRAL/neutral (2795).jpg,5
SADNESS/sadness (90).jpg,6
HAPPINESS/happiness (2808).jpg,4
DISGUST/disgust (1496).jpg,2
FEAR/fear (3878).jpg,3
Mikhail_Wehbe_0001.jpg,5
SURPRISE/surprise (3639).jpg,7
SADNESS/sadness (3753).jpg,6
Cindy_Taylor_0001.jpg,4
Igor_Ivanov_0016.jpg,5
Stephen_Joseph_0001.jpg,5
Bill_Gates_0010.jpg,4
NEUTRAL/neutral (2963).jpg,5
ANGER/anger (4704).png,0
Steve_Park_0001.jpg,4
SURPRISE/surprise (3426).jpg,7
FEAR/fear (2592).jpg,3
NEUTRAL/neutral (438).jpg,5
Elizabeth_Shue_0001.jpg,4
Art_Howe_0004.jpg,4
DISGUST/disgust (49).jpg,2
ANGER/anger (5614).jpg,0
CONTEMPT/contempt (670).jpg,1
FEAR/fear (3739).jpg,3
ANGER/anger (1169).jpg,0
SURPRISE/surprise (1157).jpg,7
CONTEMPT/contempt (68).jpg,1
Donald_Rumsfeld_0095.jpg,5
HAPPINESS/happiness (5007).jpg,4
Paul_ONeill_0005.jpg,5
Rosemarie_Stack_0001.jpg,4
NEUTRAL/neutral (358).jpg,5
NEUTRAL/neutral (47).png,5
DISGUST/disgust (1039).jpg,2
FEAR/fear (4540).jpg,3
CONTEMPT/contempt (76).jpg,1
HAPPINESS/happiness (4721).jpg,4
John_Jumper_0002.jpg,5
FEAR/fear (344).jpg,3
FEAR/fear (650).jpg,3
HAPPINESS/happiness (7411).png,4
NEUTRAL/neutral (2762).jpg,5
HAPPINESS/happiness (7667).png,4
NEUTRAL/neutral (3155).jpg,5
Mireille_Jospin-Dandieu_0001.jpg,5
HAPPINESS/happiness (2101).png,4
SADNESS/sadness (62).jpg,6
NEUTRAL/neutral (4021).jpg,5
HAPPINESS/happiness (3132).jpg,4
Michael_Goldrich_0001.jpg,5
ANGER/anger (656).jpg,0
Kathryn_Bigelow_0001.jpg,4
FEAR/fear (1942).jpg,3
ANGER/anger (5659).jpg,0
HAPPINESS/happiness (4564).png,4
FEAR/fear (5465).jpg,3
NEUTRAL/neutral (4227).jpg,5
ANGER/anger (2252).jpg,0
CONTEMPT/contempt (43).jpg,1
ANGER/anger (5482).jpg,0
Pete_Sampras_0020.jpg,4
NEUTRAL/neutral (4066).png,5
DISGUST/disgust (2365).jpg,2
FEAR/fear (821).jpg,3
CONTEMPT/contempt (2581).jpg,1
SADNESS/sadness (1589).jpg,6
NEUTRAL/neutral (3097).jpg,5
Carmen_Electra_0006.jpg,4
SURPRISE/surprise (3907).jpg,7
FEAR/fear (4750).jpg,3
HAPPINESS/happiness (4113).jpg,4
SURPRISE/surprise (2940).jpg,7
HAPPINESS/happiness (1949).jpg,4
Hikmat_al-Azzawi_0001.jpg,5
Gloria_Macapagal_Arroyo_0025.jpg,5
SURPRISE/surprise (5179).jpg,7
NEUTRAL/neutral (3583).jpg,5
CONTEMPT/contempt (1778).jpg,1
ANGER/anger (4789).jpg,0
DISGUST/disgust (1037).jpg,2
Emmanuelle_Beart_0003.jpg,4
HAPPINESS/happiness (2564).jpg,4
SURPRISE/surprise (1884).jpg,7
SURPRISE/surprise (47).png,7
Erwin_Mapasseng_0001.jpg,5
SADNESS/sadness (1515).jpg,6
Jennifer_Garner_0010.jpg,4
SURPRISE/surprise (554).png,7
HAPPINESS/happiness (6287).jpg,4
SURPRISE/surprise (67).png,7
ANGER/anger (4639).png,0
HAPPINESS/happiness (3112).jpg,4
FEAR/fear (2227).jpg,3
NEUTRAL/neutral (4213).jpg,5
HAPPINESS/happiness (5301).jpg,4
NEUTRAL/neutral (2286).jpg,5
NEUTRAL/neutral (4817).jpg,5
SADNESS/sadness (4332).jpg,6
FEAR/fear (1043).jpg,3
CONTEMPT/contempt (1347).jpg,1
NEUTRAL/neutral (1480).png,5
CONTEMPT/contempt (211).png,1
DISGUST/disgust (2908).jpg,2
Ian_McKellen_0002.jpg,4
NEUTRAL/neutral (4418).png,5
Robert_Downey_Jr_0001.jpg,5
Jason_Bentley_0001.jpg,5
HAPPINESS/happiness (474).jpg,4
Julio_Iglesias_Jr_0001.jpg,5
Gwyneth_Paltrow_0005.jpg,4
NEUTRAL/neutral (4342).jpg,5
SURPRISE/surprise (1760).jpg,7
FEAR/fear (2871).jpg,3
Ken_Loach_0001.jpg,5
NEUTRAL/neutral (2336).png,5
NEUTRAL/neutral (5368).jpg,5
NEUTRAL/neutral (1692).png,5
SADNESS/sadness (3159).jpg,6
HAPPINESS/happiness (3291).jpg,4
SADNESS/sadness (3225).jpg,6
SURPRISE/surprise (5047).jpg,7
DISGUST/disgust (3893).jpg,2
Jerry_Falwell_0001.jpg,4
Anna_Nicole_Smith_0002.jpg,4
NEUTRAL/neutral (3075).jpg,5
Greg_Frers_0001.jpg,4
Vidar_Helgesen_0002.jpg,5
SADNESS/sadness (3323).jpg,6
HAPPINESS/happiness (5419).png,4
FEAR/fear (2299).jpg,3
SADNESS/sadness (1454).jpg,6
NEUTRAL/neutral (3407).png,5
HAPPINESS/happiness (5260).jpg,4
SADNESS/sadness (1725).jpg,6
Howard_Dean_0007.jpg,5
NEUTRAL/neutral (5367).jpg,5
SADNESS/sadness (2795).jpg,6
NEUTRAL/neutral (2462).jpg,5
HAPPINESS/happiness (4765).jpg,4
Erik_Morales_0001.jpg,4
SURPRISE/surprise (247).jpg,7
David_Ballantyne_0001.jpg,5
Ray_Lucas_0001.jpg,4
CONTEMPT/contempt (790).jpg,1
SADNESS/sadness (2696).jpg,6
Meirion_Evans_0001.jpg,5
SADNESS/sadness (4933).jpg,6
SURPRISE/surprise (3658).jpg,7
NEUTRAL/neutral (111).jpg,5
FEAR/fear (5150).jpg,3
NEUTRAL/neutral (957).jpg,5
HAPPINESS/happiness (2935).jpg,4
NEUTRAL/neutral (1987).png,5
Tony_Blair_0033.jpg,5
HAPPINESS/happiness (6611).png,4
FEAR/fear (3120).jpg,3
SURPRISE/surprise (1111).jpg,7
SADNESS/sadness (1883).jpg,6
HAPPINESS/happiness (4875).png,4
Rick_Carlisle_0001.jpg,2
NEUTRAL/neutral (3171).png,5
SADNESS/sadness (2902).jpg,6
SURPRISE/surprise (4619).jpg,7
Jennifer_Lopez_0005.jpg,4
HAPPINESS/happiness (4322).jpg,4
SADNESS/sadness (4747).jpg,6
Lucio_Gutierrez_0006.jpg,4
CONTEMPT/contempt (241).jpg,1
NEUTRAL/neutral (1356).png,5
ANGER/anger (4627).png,0
DISGUST/disgust (3670).jpg,2
HAPPINESS/happiness (4730).jpg,4
ANGER/anger (22).jpg,0
HAPPINESS/happiness (3016).jpg,4
SADNESS/sadness (5505).jpg,6
Lonnie_Donegan_0001.jpg,4
FEAR/fear (3524).jpg,3
HAPPINESS/happiness (2861).jpg,4
Kong_Quan_0001.jpg,5
HAPPINESS/happiness (4469).png,4
Brett_Boone_0001.jpg,5
DISGUST/disgust (905).jpg,2
SURPRISE/surprise (76).jpg,7
CONTEMPT/contempt (1457).jpg,1
ANGER/anger (5157).jpg,0
Luiz_Inacio_Lula_da_Silva_0023.jpg,7
DISGUST/disgust (2107).jpg,2
SURPRISE/surprise (1781).jpg,7
SADNESS/sadness (42).png,6
HAPPINESS/happiness (5578).jpg,4
HAPPINESS/happiness (3597).png,4
HAPPINESS/happiness (7692).png,4
CONTEMPT/contempt (2708).jpg,1
Emmanuelle_Beart_0001.jpg,4
SADNESS/sadness (4937).jpg,6
HAPPINESS/happiness (2425).jpg,4
NEUTRAL/neutral (4234).jpg,5
NEUTRAL/neutral (3580).jpg,5
HAPPINESS/happiness (5900).jpg,4
DISGUST/disgust (564).jpg,2
HAPPINESS/happiness (7200).png,4
HAPPINESS/happiness (6671).jpg,4
Johnny_Carson_0001.jpg,4
FEAR/fear (2136).jpg,3
ANGER/anger (5396).jpg,0
George_W_Bush_0370.jpg,5
ANGER/anger (5716).jpg,0
HAPPINESS/happiness (6378).jpg,4
HAPPINESS/happiness (3658).png,4
DISGUST/disgust (1338).jpg,2
SURPRISE/surprise (3471).jpg,7
HAPPINESS/happiness (5333).png,4
CONTEMPT/contempt (685).jpg,1
FEAR/fear (4354).jpg,3
NEUTRAL/neutral (3254).png,5
HAPPINESS/happiness (7575).png,4
Marat_Safin_0002.jpg,0
HAPPINESS/happiness (5518).jpg,4
CONTEMPT/contempt (1284).jpg,1
Ariel_Sharon_0011.jpg,4
HAPPINESS/happiness (2634).png,4
CONTEMPT/contempt (398).jpg,1
Jesse_Harris_0002.jpg,4
ANGER/anger (1800).jpg,0
HAPPINESS/happiness (344).jpg,4
SADNESS/sadness (2582).jpg,6
Guillermo_Coria_0007.jpg,5
FEAR/fear (1906).jpg,3
SADNESS/sadness (106).jpg,6
FEAR/fear (2037).jpg,3
CONTEMPT/contempt (2559).jpg,1
HAPPINESS/happiness (3282).jpg,4
Spencer_Abraham_0001.jpg,5
FEAR/fear (2205).jpg,3
NEUTRAL/neutral (4659).jpg,5
SADNESS/sadness (3045).jpg,6
DISGUST/disgust (3065).jpg,2
Janet_Thorpe_0001.jpg,5
DISGUST/disgust (2777).jpg,2
NEUTRAL/neutral (54).png,5
HAPPINESS/happiness (4965).jpg,4
HAPPINESS/happiness (3805).jpg,4
Recep_Tayyip_Erdogan_0021.jpg,5
CONTEMPT/contempt (2690).jpg,1
HAPPINESS/happiness (4875).jpg,4
HAPPINESS/happiness (6642).jpg,4
FEAR/fear (776).jpg,3
ANGER/anger (2786).png,0
Nestor_Kirchner_0005.jpg,4
HAPPINESS/happiness (8341).png,4
HAPPINESS/happiness (4707).jpg,4
ANGER/anger (4710).png,0
FEAR/fear (3911).jpg,3
Donny_Osmond_0001.jpg,4
NEUTRAL/neutral (263).jpg,5
HAPPINESS/happiness (3699).jpg,4
CONTEMPT/contempt (1486).jpg,1
NEUTRAL/neutral (1755).png,5
Colin_Powell_0135.jpg,5
NEUTRAL/neutral (2869).jpg,5
SURPRISE/surprise (5961).jpg,7
SURPRISE/surprise (3899).jpg,7
NEUTRAL/neutral (963).jpg,5
SURPRISE/surprise (5681).jpg,7
Mary_Zorn_0001.jpg,4
Xanana_Gusmao_0004.jpg,5
ANGER/anger (1339).jpg,0
HAPPINESS/happiness (5523).png,4
SURPRISE/surprise (1272).jpg,7
NEUTRAL/neutral (645).jpg,5
HAPPINESS/happiness (7371).png,4
NEUTRAL/neutral (575).png,5
SURPRISE/surprise (4483).jpg,7
George_W_Bush_0155.jpg,5
NEUTRAL/neutral (3367).jpg,5
NEUTRAL/neutral (1607).png,5
HAPPINESS/happiness (6119).png,4
SADNESS/sadness (2404).jpg,6
SADNESS/sadness (2264).jpg,6
SURPRISE/surprise (5461).jpg,7
Jia_Qinglin_0001.jpg,4
DISGUST/disgust (3812).jpg,2
DISGUST/disgust (714).jpg,2
HAPPINESS/happiness (4104).jpg,4
CONTEMPT/contempt (1956).jpg,1
SADNESS/sadness (5516).jpg,6
HAPPINESS/happiness (2381).jpg,4
NEUTRAL/neutral (1709).jpg,5
Colin_Powell_0158.jpg,5
HAPPINESS/happiness (5968).jpg,4
SADNESS/sadness (1249).jpg,6
Russell_Simmons_0005.jpg,4
DISGUST/disgust (2462).jpg,2
SURPRISE/surprise (4976).jpg,7
NEUTRAL/neutral (1853).png,5
Carlos_Vives_0004.jpg,4
SADNESS/sadness (5179).jpg,6
FEAR/fear (3500).jpg,3
NEUTRAL/neutral (2576).png,5
FEAR/fear (3274).jpg,3
HAPPINESS/happiness (5632).jpg,4
NEUTRAL/neutral (1090).jpg,5
NEUTRAL/neutral (4638).jpg,5
HAPPINESS/happiness (2926).jpg,4
DISGUST/disgust (2053).jpg,2
Ariel_Sharon_0033.jpg,5
Natasha_Lyonne_0001.jpg,4
SADNESS/sadness (1842).jpg,6
SURPRISE/surprise (4770).jpg,7
CONTEMPT/contempt (423).jpg,1
NEUTRAL/neutral (1829).jpg,5
FEAR/fear (4415).jpg,3
HAPPINESS/happiness (124).jpg,4
FEAR/fear (1125).jpg,3
ANGER/anger (2007).jpg,0
SURPRISE/surprise (2839).jpg,7
NEUTRAL/neutral (1751).jpg,5
Debra_Rose_0001.jpg,5
DISGUST/disgust (448).jpg,2
SURPRISE/surprise (5246).jpg,7
Halle_Berry_0009.jpg,4
HAPPINESS/happiness (7921).png,4
James_Traficant_0003.jpg,4
Trent_Lott_0006.jpg,5
SURPRISE/surprise (3956).jpg,7
NEUTRAL/neutral (3159).png,5
Hamid_Karzai_0012.jpg,4
NEUTRAL/neutral (3006).png,5
FEAR/fear (2898).jpg,3
NEUTRAL/neutral (2810).jpg,5
Jane_Walker_Wood_0001.jpg,4
DISGUST/disgust (4404).jpg,2
Joan_Laporta_0006.jpg,5
FEAR/fear (2793).jpg,3
Bernard_Lord_0001.jpg,5
DISGUST/disgust (2441).jpg,2
HAPPINESS/happiness (4466).jpg,4
HAPPINESS/happiness (3054).jpg,4
NEUTRAL/neutral (4099).jpg,5
ANGER/anger (5911).jpg,0
Pierce_Brosnan_0011.jpg,4
Juan_Jose_Lucas_0001.jpg,4
NEUTRAL/neutral (3663).png,5
DISGUST/disgust (3051).jpg,2
DISGUST/disgust (1805).jpg,2
NEUTRAL/neutral (2774).jpg,5
FEAR/fear (5020).jpg,3
HAPPINESS/happiness (3510).jpg,4
FEAR/fear (1377).png,3
James_Franco_0001.jpg,4
NEUTRAL/neutral (3531).jpg,5
SADNESS/sadness (1452).jpg,6
SADNESS/sadness (1835).jpg,6
NEUTRAL/neutral (2817).jpg,5
NEUTRAL/neutral (3722).jpg,5
Mary_Bono_0001.jpg,4
CONTEMPT/contempt (1745).jpg,1
NEUTRAL/neutral (3873).png,5
Zdravko_Mucic_0001.jpg,4
FEAR/fear (1966).jpg,3
DISGUST/disgust (876).jpg,2
Sonia_Gandhi_0002.jpg,4
SADNESS/sadness (50).png,6
CONTEMPT/contempt (686).jpg,1
George_W_Bush_0309.jpg,5
HAPPINESS/happiness (4485).png,4
SURPRISE/surprise (6011).jpg,7
SURPRISE/surprise (5630).jpg,7
FEAR/fear (3136).jpg,3
Donald_Rumsfeld_0009.jpg,4
SURPRISE/surprise (5897).jpg,7
SURPRISE/surprise (41).jpg,7
ANGER/anger (676).jpg,0
NEUTRAL/neutral (3517).jpg,5
ANGER/anger (5738).jpg,0
HAPPINESS/happiness (7136).png,4
DISGUST/disgust (1471).jpg,2
NEUTRAL/neutral (3528).jpg,5
George_Lopez_0001.jpg,7
FEAR/fear (924).jpg,3
SADNESS/sadness (94).jpg,6
SURPRISE/surprise (4913).jpg,7
HAPPINESS/happiness (7884).png,4
SADNESS/sadness (55).jpg,6
FEAR/fear (699).jpg,3
HAPPINESS/happiness (4997).png,4
ANGER/anger (4932).jpg,0
DISGUST/disgust (2637).jpg,2
ANGER/anger (5568).jpg,0
Britney_Spears_0002.jpg,4
HAPPINESS/happiness (5095).png,4
ANGER/anger (4975).jpg,0
CONTEMPT/contempt (863).jpg,1
Sophie_0001.jpg,4
SURPRISE/surprise (1368).jpg,7
CONTEMPT/contempt (1892).jpg,1
Denzel_Washington_0002.jpg,5
Larry_Brown_0005.jpg,5
HAPPINESS/happiness (8804).png,4
NEUTRAL/neutral (1745).jpg,5
HAPPINESS/happiness (9).png,4
NEUTRAL/neutral (1884).jpg,5
NEUTRAL/neutral (3899).png,5
Hannah_Stockbauer_0002.jpg,4
SURPRISE/surprise (5584).jpg,7
Priyanka_Chopra_0001.jpg,4
ANGER/anger (341).png,0
HAPPINESS/happiness (4092).jpg,4
ANGER/anger (4004).jpg,0
NEUTRAL/neutral (3354).png,5
ANGER/anger (5084).jpg,0
NEUTRAL/neutral (4767).png,5
HAPPINESS/happiness (113).jpg,4
HAPPINESS/happiness (3146).jpg,4
Hana_Makhmalbaf_0001.jpg,4
NEUTRAL/neutral (5250).jpg,5
ANGER/anger (2507).jpg,0
DISGUST/disgust (3314).jpg,2
SADNESS/sadness (4326).jpg,6
Chanda_Rubin_0002.jpg,4
Alan_Greenspan_0003.jpg,7
ANGER/anger (58).png,0
CONTEMPT/contempt (1178).jpg,1
SADNESS/sadness (5634).jpg,6
FEAR/fear (1999).jpg,3
NEUTRAL/neutral (3142).png,5
Gwyneth_Paltrow_0004.jpg,4
HAPPINESS/happiness (5249).png,4
HAPPINESS/happiness (3658).jpg,4
FEAR/fear (5428).jpg,3
FEAR/fear (3826).jpg,3
HAPPINESS/happiness (5736).jpg,4
HAPPINESS/happiness (4210).jpg,4
FEAR/fear (5463).jpg,3
FEAR/fear (2434).jpg,3
HAPPINESS/happiness (3441).jpg,4
SURPRISE/surprise (5600).jpg,7
SADNESS/sadness (5334).jpg,6
NEUTRAL/neutral (3836).jpg,5
DISGUST/disgust (1233).jpg,2
NEUTRAL/neutral (4646).jpg,5
HAPPINESS/happiness (1800).png,4
FEAR/fear (2988).png,3
ANGER/anger (3121).png,0
DISGUST/disgust (1583).jpg,2
Jennifer_Capriati_0020.jpg,0
DISGUST/disgust (3049).jpg,2
HAPPINESS/happiness (4205).jpg,4
CONTEMPT/contempt (1236).jpg,1
HAPPINESS/happiness (6681).jpg,4
Ariel_Sharon_0019.jpg,5
NEUTRAL/neutral (3316).jpg,5
Li_Zhaoxing_0008.jpg,4
Halle_Berry_0007.jpg,4
HAPPINESS/happiness (7645).png,4
HAPPINESS/happiness (4295).jpg,4
ANGER/anger (54).png,0
HAPPINESS/happiness (5611).jpg,4
SURPRISE/surprise (2532).jpg,7
CONTEMPT/contempt (226).png,1
Jalal_Talabani_0001.jpg,5
CONTEMPT/contempt (1917).jpg,1
ANGER/anger (2739).jpg,0
DISGUST/disgust (1999).jpg,2
George_W_Bush_0400.jpg,5
NEUTRAL/neutral (611).jpg,5
Ibrahim_Al-Marashi_0001.jpg,5
DISGUST/disgust (4358).jpg,2
CONTEMPT/contempt (1229).jpg,1
ANGER/anger (4709).png,0
Mark_Gangloff_0001.jpg,4
FEAR/fear (2933).jpg,3
FEAR/fear (2974).jpg,3
Heather_Mills_0003.jpg,4
ANGER/anger (4721).png,0
FEAR/fear (67).jpg,3
FEAR/fear (4815).jpg,3
SADNESS/sadness (4148).jpg,6
ANGER/anger (627).jpg,0
SADNESS/sadness (2837).jpg,6
CONTEMPT/contempt (702).jpg,1
Ariel_Sharon_0051.jpg,4
NEUTRAL/neutral (2542).png,5
CONTEMPT/contempt (1307).jpg,1
DISGUST/disgust (4351).jpg,2
DISGUST/disgust (4077).jpg,2
HAPPINESS/happiness (3227).jpg,4
ANGER/anger (5131).jpg,0
CONTEMPT/contempt (1495).jpg,1
SURPRISE/surprise (1302).jpg,7
HAPPINESS/happiness (2845).jpg,4
NEUTRAL/neutral (2626).jpg,5
SADNESS/sadness (5015).jpg,6
SURPRISE/surprise (14).jpg,7
SADNESS/sadness (1088).jpg,6
HAPPINESS/happiness (8090).png,4
SURPRISE/surprise (5715).jpg,7
ANGER/anger (3186).jpg,0
NEUTRAL/neutral (1219).jpg,5
CONTEMPT/contempt (435).jpg,1
NEUTRAL/neutral (1386).jpg,5
HAPPINESS/happiness (6623).png,4
SURPRISE/surprise (1).png,7
NEUTRAL/neutral (1893).jpg,5
HAPPINESS/happiness (5218).png,4
FEAR/fear (5434).jpg,3
Zhang_Ziyi_0003.jpg,4
SURPRISE/surprise (3239).jpg,7
Mira_Sorvino_0001.jpg,4
HAPPINESS/happiness (4330).jpg,4
Heather_Locklear_0001.jpg,4
HAPPINESS/happiness (7260).png,4
NEUTRAL/neutral (5258).jpg,5
SURPRISE/surprise (2526).png,7
FEAR/fear (1083).jpg,3
NEUTRAL/neutral (123).jpg,5
HAPPINESS/happiness (8071).png,4
SADNESS/sadness (1868).jpg,6
CONTEMPT/contempt (1732).jpg,1
HAPPINESS/happiness (2567).jpg,4
NEUTRAL/neutral (3639).jpg,5
FEAR/fear (12).png,3
HAPPINESS/happiness (4735).jpg,4
SADNESS/sadness (111).jpg,6
NEUTRAL/neutral (377).jpg,5
SADNESS/sadness (457).jpg,6
Artieas_Shanks_0001.jpg,5
Miguel_Estrada_0002.jpg,4
Jacqueline_Obradors_0002.jpg,4
FEAR/fear (1594).jpg,3
SURPRISE/surprise (3220).jpg,7
Brooke_Shields_0001.jpg,4
Jorge_Alberto_Galindo_0001.jpg,5
Job_Cohen_0001.jpg,5
Sahim_Alwan_0001.jpg,5
NEUTRAL/neutral (2935).jpg,5
SURPRISE/surprise (4963).jpg,7
NEUTRAL/neutral (3103).jpg,5
SADNESS/sadness (3383).jpg,6
Ron_Zook_0001.jpg,5
NEUTRAL/neutral (535).jpg,5
NEUTRAL/neutral (171).jpg,5
Lisa_Girman_0001.jpg,4
SADNESS/sadness (4364).jpg,6
HAPPINESS/happiness (6870).png,4
Roy_Moore_0001.jpg,4
HAPPINESS/happiness (5883).jpg,4
SURPRISE/surprise (3696).jpg,7
HAPPINESS/happiness (1341).jpg,4
HAPPINESS/happiness (8941).png,4
Sarah_Hughes_0004.jpg,4
FEAR/fear (826).jpg,3
George_W_Bush_0374.jpg,5
Colin_Powell_0133.jpg,5
NEUTRAL/neutral (3197).png,5
DISGUST/disgust (3580).jpg,2
Janet_Napolitano_0002.jpg,4
NEUTRAL/neutral (3070).jpg,5
HAPPINESS/happiness (6869).png,4
Luiz_Inacio_Lula_da_Silva_0046.jpg,5
CONTEMPT/contempt (2528).jpg,1
ANGER/anger (1989).jpg,0
ANGER/anger (5752).jpg,0
ANGER/anger (3206).jpg,0
Rick_Stansbury_0001.jpg,0
SADNESS/sadness (4340).jpg,6
CONTEMPT/contempt (1471).jpg,1
NEUTRAL/neutral (3914).jpg,5
DISGUST/disgust (1784).jpg,2
SURPRISE/surprise (3175).jpg,7
HAPPINESS/happiness (7811).png,4
SADNESS/sadness (4701).jpg,6
NEUTRAL/neutral (3105).jpg,5
Jaime_Pressly_0001.jpg,4
CONTEMPT/contempt (1653).jpg,1
NEUTRAL/neutral (2063).jpg,5
NEUTRAL/neutral (342).jpg,5
